pr	state	mergedAt	conclusion	check_name	check_url	pr_url	title
257	CLOSED		FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20449260195/job/58758779010	https://github.com/rauterfrank-ui/Peak_Trade/pull/257	chore(format): dry-run format-only guardrail
258	CLOSED		FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20449290002/job/58758861361	https://github.com/rauterfrank-ui/Peak_Trade/pull/258	chore(format): dry-run format-only guardrail
259	MERGED	2025-12-26T19:24:48Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20527299199/job/58972866866	https://github.com/rauterfrank-ui/Peak_Trade/pull/259	ci(policy): run Policy Critic even when format-only verifier fails
260	MERGED	2025-12-23T03:51:15Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20450729868/job/58763185794	https://github.com/rauterfrank-ui/Peak_Trade/pull/260	docs(ops): record toolkit smoke run
261	MERGED	2025-12-23T04:46:56Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20451561801/job/58765555425	https://github.com/rauterfrank-ui/Peak_Trade/pull/261	chore(ops): add stash triage helper (export-first)
262	MERGED	2025-12-23T05:05:05Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20451819274/job/58766280329	https://github.com/rauterfrank-ui/Peak_Trade/pull/262	docs(ops): add merge log workflow standard + template
263	MERGED	2025-12-23T05:19:19Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20452057742/job/58766952503	https://github.com/rauterfrank-ui/Peak_Trade/pull/263	docs(ops): add merge log for PR #262 (meta: workflow standard)
264	MERGED	2025-12-23T05:27:50Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20452194512/job/58767325351	https://github.com/rauterfrank-ui/Peak_Trade/pull/264	docs(ops): add PR #262 as merge log workflow example
265	MERGED	2025-12-23T05:52:14Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20452489625/job/58768112689	https://github.com/rauterfrank-ui/Peak_Trade/pull/265	feat(ops): add ops center (central operator entry point)
266	MERGED	2025-12-23T05:59:53Z	FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20452706264/job/58768705752	https://github.com/rauterfrank-ui/Peak_Trade/pull/266	docs(ops): add PR #265 merge log
267	MERGED	2025-12-23T16:50:41Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20466016885/job/58809855856	https://github.com/rauterfrank-ui/Peak_Trade/pull/267	Activate P0 Guardrails: CODEOWNERS, merge queue support, and GitHub security configuration
268	CLOSED		FAILURE	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20454259488/job/58773018238	https://github.com/rauterfrank-ui/Peak_Trade/pull/268	chore(github): P0 guardrails (dependency review + CodeQL + merge queue readiness)
269	CLOSED		NO_AUDIT			https://github.com/rauterfrank-ui/Peak_Trade/pull/269	chore(github): P0 guardrails (CODEOWNERS + workflows + docs)
270	MERGED	2025-12-23T08:50:18Z	SUCCESS	audit	https://github.com/rauterfrank-ui/Peak_Trade/actions/runs/20455889859/job/58777743648	https://github.com/rauterfrank-ui/Peak_Trade/pull/270	feat(risk): risk layer v1 (implementation + tests + operator guide)
